Month,Com-ID,Display ID,Owner,Local authority area,Postcode,Domain,Number of sessions,Power drawn (kWh),Number of faults,Uptime,Display category
Jul-24,50647,50647,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA15 1EG,ChargePlace Scotland,21,496.68,2,100.00%,Public
Jul-24,50649,50649,"BRIDGE OF ORCHY VILLAGE HALL TRUST, ChargePlace Scotland",Argyll and Bute,PA34 4AD,ChargePlace Scotland,6,44.94,0,100.00%,Public
Jul-24,APT50650,50650,"ChargePlace Scotland, LAGGAN FOREST TRUST FORESTRY COMPANY LTD",Highland,PH20 1BU,ChargePlace Scotland,33,265.27,0,100.00%,Public
Jul-24,3437,50651,"ChargePlace Scotland, Midlothian Council, BP - ChargePlace Scotland",Midlothian,EH22 1FF,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,4158,50652,"ChargePlace Scotland, North Lanarkshire Council, BP - ChargePlace Scotland",North Lanarkshire,ML1 5SY,ChargePlace Scotland,33,571.85,0,100.00%,Public
Jul-24,3988,50653,"ChargePlace Scotland, Midlothian Council, BP - ChargePlace Scotland",Midlothian,EH22 1FF,ChargePlace Scotland,38,319.14,0,100.00%,Public
Jul-24,50654,50654,"ChargePlace Scotland, Largs Yacht Haven Ltd",North Ayrshire,KA30 8EZ,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,50655,50655,"ChargePlace Scotland, Fearann Eilean Iarmain",Highland,IV43 8QR,ChargePlace Scotland,11,128.9,0,100.00%,Public
Jul-24,APT50656,50656,"Beam Suntory Glen Garioch Distillery, ChargePlace Scotland",Aberdeenshire,AB51 0ES,ChargePlace Scotland,55,1796.68,0,100.00%,Public
Jul-24,50660,50660,"ChargePlace Scotland, Linstone Housing Association",Renfrewshire,PA3 3EE,ChargePlace Scotland,166,4132.32,4,100.00%,Public
Jul-24,APT50661,50661,"Aberdeen University, ChargePlace Scotland",Aberdeen City,AB24 3RT,ChargePlace Scotland,229,5592.96,5,100.00%,Public
Jul-24,APT50662,50662,"Aberdeen University, ChargePlace Scotland",Aberdeen City,AB25 2ZD,ChargePlace Scotland,210,4470.49,2,99.80%,Public
Jul-24,50663,50663,"ChargePlace Scotland, Chapelbank Hotel",Angus,DD8 2EP,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,APT50670,50670,"ChargePlace Scotland, Peebles Golf Club",Scottish Borders,EH45 8EU,ChargePlace Scotland,19,316.44,0,100.00%,Public
Jul-24,50674,50674,"Aberdeenshire Council, ChargePlace Scotland",Aberdeenshire,AB51 3SH,ChargePlace Scotland,33,535.56,0,100.00%,Public
Jul-24,50675,50675,"ChargePlace Scotland, Dundee City Council",Dundee City,DD1 3JU,ChargePlace Scotland,11,255.28,0,100.00%,Public
Jul-24,50676,50676,"ChargePlace Scotland, Dundee City Council",Dundee City,DD1 3JU,ChargePlace Scotland,12,89.58,1,99.60%,Public
Jul-24,50677,50677,"ChargePlace Scotland, Dundee City Council",Dundee City,DD1 3JU,ChargePlace Scotland,8,31.94,0,99.60%,Public
Jul-24,APT50678,50678,"Angus Council, ChargePlace Scotland",Angus,DD7 6AG,ChargePlace Scotland,12,204.24,0,100.00%,Public
Jul-24,BMMCYC_0003,50680,"Aberdeen City Council, ChargePlace Scotland",Aberdeen City,AB15 8PS,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,50682,50682,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG1 2QS,ChargePlace Scotland,32,668.05,2,92.00%,Public
Jul-24,50683,50683,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG12 6AP,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,50685,50685,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G5 8QF,ChargePlace Scotland,38,905.88,1,31.30%,Public
Jul-24,50686,50686,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G40 1HB,ChargePlace Scotland,69,2264.04,1,100.00%,Public
Jul-24,50687,50687,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G40 3JD,ChargePlace Scotland,37,956.55,0,100.00%,Public
Jul-24,APT50691,50691,"ChargePlace Scotland, West Dunbartonshire Council",West Dunbartonshire,G82 1SU,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,50693,50693,"ChargePlace Scotland, Fife Council",Fife,KY15 4LB,ChargePlace Scotland,69,1332.83,0,100.00%,Public
Jul-24,50694,50694,"ChargePlace Scotland, Fife Council",Fife,KY15 4HJ,ChargePlace Scotland,58,1414.75,2,100.00%,Public
Jul-24,50695,50695,"ChargePlace Scotland, Fife Council",Fife,KY16 0EU,ChargePlace Scotland,31,619.61,0,100.00%,Public
Jul-24,50696,50696,"ChargePlace Scotland, Fife Council",Fife,KY16 9BP,ChargePlace Scotland,109,1944.45,8,100.00%,Public
Jul-24,50697,50697,"ChargePlace Scotland, Fife Council",Fife,KY10 3AB,ChargePlace Scotland,111,2100.61,4,100.00%,Public
Jul-24,50699,50699,"ChargePlace Scotland, West Lothian Council",West Lothian,EH497EY,ChargePlace Scotland,64,1004.74,0,100.00%,Public
Jul-24,50700,50700,"ChargePlace Scotland, West Lothian Council",West Lothian,EH48 1PN,ChargePlace Scotland,45,713.47,1,100.00%,Public
Jul-24,50701,50701,"ChargePlace Scotland, West Lothian Council",West Lothian,EH47 0QD,ChargePlace Scotland,44,772.45,0,74.30%,Public
Jul-24,50702,50702,"ChargePlace Scotland, Moray Council",Moray,AB55 5AD,ChargePlace Scotland,105,2166.53,2,93.60%,Public
Jul-24,50704,50704,"ChargePlace Scotland, Moray Council",Moray,AB56 1AJ,ChargePlace Scotland,19,1.76,1,100.00%,Public
Jul-24,50705,50705,"ChargePlace Scotland, Glencoe Mountain Resort",Highland,PH49 4HZ,ChargePlace Scotland,37,790,4,99.50%,Public
Jul-24,50708,50708,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG1 4AP,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,50710,50710,"ChargePlace Scotland, Fife Council",Fife,KY7 6DH,ChargePlace Scotland,73,2551.49,2,93.20%,Public
Jul-24,50711,50711,"ChargePlace Scotland, Fintry Development Trust",Stirling,G63 0YA,ChargePlace Scotland,53,1336.64,0,100.00%,Public
Jul-24,50713,50713,"ChargePlace Scotland, Fife Council",Fife,KY12 7HY,ChargePlace Scotland,71,1877.76,1,100.00%,Public
Jul-24,50715,50715,"ChargePlace Scotland, Fife Council",Fife,FK10 4NT,ChargePlace Scotland,103,3661.28,3,100.00%,Public
Jul-24,50717,50717,"ChargePlace Scotland, Fife Council",Fife,KY4 9DB,ChargePlace Scotland,42,1025.03,2,99.10%,Public
Jul-24,50572,50719,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW15 1GA,ChargePlace Scotland,54,605.78,0,100.00%,Public
Jul-24,50720,50720,"ChargePlace Scotland, Shetland Islands Council",Shetland Islands,ZE1 0LZ,ChargePlace Scotland,9,146.29,0,100.00%,Public
Jul-24,50721,50721,"ChargePlace Scotland, Shetland Islands Council",Shetland Islands,ZE1 0RB,ChargePlace Scotland,27,502.57,0,100.00%,Public
Jul-24,50722,50722,"ChargePlace Scotland, Shetland Islands Council",Shetland Islands,ZE1 0PJ,ChargePlace Scotland,20,87.42,0,100.00%,Public
Jul-24,50723,50723,"ChargePlace Scotland, Shetland Islands Council",Shetland Islands,ZE1 0PR,ChargePlace Scotland,17,309.73,1,99.40%,Public
Jul-24,EFA50889,50726,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW15 1GA,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,APT50727,50727,"ChargePlace Scotland, University of Edinburgh",City of Edinburgh,EH1 1LT,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,50728,50728,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,PH33 6EW,ChargePlace Scotland,132,2181.91,6,93.60%,Public
Jul-24,50729,50729,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,PH41 4PX,ChargePlace Scotland,95,1833.68,10,98.60%,Public
Jul-24,50730,50730,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV51 9EW,ChargePlace Scotland,118,1787.32,7,97.60%,Public
Jul-24,50731,50731,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV19 1NU,ChargePlace Scotland,68,1573.11,2,100.00%,Public
Jul-24,50732,50732,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,PH22 1PF,ChargePlace Scotland,203,2359.2,12,77.90%,Public
Jul-24,50733,50733,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,PH26 3HF,ChargePlace Scotland,128,2395.71,10,99.70%,Public
Jul-24,APT50734,50734,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,PH21 1ET,ChargePlace Scotland,18,417,1,100.00%,Public
Jul-24,50735,50735,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV63 6TX,ChargePlace Scotland,108,1554.43,7,86.90%,Public
Jul-24,50736,50736,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV27 4SX,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,50737,50737,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV27 4PY,ChargePlace Scotland,65,1283.67,3,99.10%,Public
Jul-24,50738,50738,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,KW14 7YS,ChargePlace Scotland,17,286.71,3,100.00%,Public
Jul-24,APT50742,50742,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH11 4HD,ChargePlace Scotland,34,451.59,0,100.00%,Public
Jul-24,50745,50745,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,KY13 8FH,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,APT50747,50747,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA4 8JL,ChargePlace Scotland,46,1113.48,2,100.00%,Public
Jul-24,APT50748,50748,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA12 4AJ,ChargePlace Scotland,64,1129.13,2,100.00%,Public
Jul-24,50749,50749,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA1 1UJ,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,EFA50750,50750,"ChargePlace Scotland, Scottish Borders Council",Scottish Borders,TD14 5JB,ChargePlace Scotland,213,4208.65,7,93.70%,Public
Jul-24,EFA50752,50752,"ChargePlace Scotland, Scottish Borders Council",Scottish Borders,EH45 8HH,ChargePlace Scotland,35,679.72,0,99.00%,Public
Jul-24,EFA50753,50753,"ChargePlace Scotland, Scottish Borders Council",Scottish Borders,TD6 0SA,ChargePlace Scotland,10,34.21,0,100.00%,Public
Jul-24,EFA50754,50754,"ChargePlace Scotland, Scottish Borders Council",Scottish Borders,TD12 4AE,ChargePlace Scotland,35,431.17,3,84.60%,Public
Jul-24,50755,50755,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8AG,ChargePlace Scotland,124,2558.2,4,99.60%,Public
Jul-24,EFA50757,50757,"ChargePlace Scotland, Stirling Council",Stirling,FK21 8UT,ChargePlace Scotland,113,2394.1,2,96.80%,Public
Jul-24,2804,50762,"ChargePlace Scotland, East Coast Viners Grain Limited, BP - ChargePlace Scotland",Aberdeenshire,AB39 3UH,ChargePlace Scotland,0,0,1,100.00%,Public
Jul-24,50767,50767,"ChargePlace Scotland, Best Western Hotel Hillcroft",West Lothian,EH47 0JU,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,APT50768,50768,Loch Lomond & The Trossachs National Park Authority,Stirling,G63 0JQ,ChargePlace Scotland,46,511.63,8,19.70%,Public
Jul-24,APT50776,50776,"ChargePlace Scotland, Guildtown Community Association",Perth and Kinross,PH2 6BY,ChargePlace Scotland,20,559.13,1,100.00%,Public
Jul-24,APT50781,50781,"ChargePlace Scotland, Treshnish & Haunn Cottages",Argyll and Bute,PA75 6QX,ChargePlace Scotland,5,43.8,0,100.00%,Public
Jul-24,50782,50782,"Angus Council, ChargePlace Scotland",Angus,DD9 6EQ,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,APT50784,50784,"GPG Montrose LTD, ChargePlace Scotland",Angus,DD10 9ET,ChargePlace Scotland,6,93.4,0,99.60%,Public
Jul-24,50787,50787,"ChargePlace Scotland, Glasgow City Council, Glasgow City Council Co Wheels",Glasgow City,G1 1HL,ChargePlace Scotland,15,253.8,1,100.00%,Public
Jul-24,50788,50788,"ChargePlace Scotland, Langstane Housing Association",Aberdeen City,AB24 1SL,ChargePlace Scotland,16,348.81,0,100.00%,Public
Jul-24,2814,50789,"Autoecosse Mitsubishi, ChargePlace Scotland, BP - ChargePlace Scotland",Dundee City,DD4 8ED,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,50791,50791,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW15 1AN,ChargePlace Scotland,3,25.53,0,100.00%,Public
Jul-24,EFA50792,50792,"ChargePlace Scotland, Edinburgh College",City of Edinburgh,EH15 2PP,ChargePlace Scotland,23,214.28,0,99.90%,Public
Jul-24,APT50793,50793,"ChargePlace Scotland, X Leisure",City of Edinburgh,EH11 1AF,ChargePlace Scotland,273,5047.04,7,100.00%,Public
Jul-24,APT50794,50794,"ChargePlace Scotland, X Leisure",City of Edinburgh,EH11 1AF,ChargePlace Scotland,277,5642.99,4,100.00%,Public
Jul-24,50795,50795,"ChargePlace Scotland, X Leisure",City of Edinburgh,EH11 1AF,ChargePlace Scotland,278,3483.37,3,99.40%,Public
Jul-24,50796,50796,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8RS,ChargePlace Scotland,48,726.85,0,100.00%,Public
Jul-24,50797,50797,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8RS,ChargePlace Scotland,52,852.22,0,100.00%,Public
Jul-24,APT50798,50798,The Crown Estate,Moray,AB37 9EX,ChargePlace Scotland,7,36.63,0,100.00%,Public
Jul-24,APT50799,50799,"Arbuthnott Community Association, ChargePlace Scotland",Aberdeenshire,AB30 1PB,ChargePlace Scotland,3,10.21,0,100.00%,Public
Jul-24,APT50805,50805,"ChargePlace Scotland, University of St Andrews",Fife,KY16 9XW,ChargePlace Scotland,5,70.15,1,100.00%,Public
Jul-24,APT50806,50806,"ChargePlace Scotland, University of St Andrews",Fife,KY16 9LY,ChargePlace Scotland,1,6.13,0,100.00%,Public
Jul-24,50807,50807,"ChargePlace Scotland, University of St Andrews",Fife,ky16 9ts,ChargePlace Scotland,72,1176.45,0,100.00%,Public
Jul-24,APT50809,50809,"ChargePlace Scotland, NHS Tayside",Angus,DD9 7QA,ChargePlace Scotland,56,530.18,2,100.00%,Public
Jul-24,APT50811,50811,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH15 2AD,ChargePlace Scotland,67,899.75,1,100.00%,Public
Jul-24,APT50813,50813,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH7 3HA,ChargePlace Scotland,72,841.22,1,100.00%,Public
Jul-24,50816,50816,"Ayrshire Roads Alliance, ChargePlace Scotland",South Ayrshire,KA26 9AJ,ChargePlace Scotland,64,1242.35,4,98.80%,Public
Jul-24,50817,50817,"Ayrshire Roads Alliance, ChargePlace Scotland",South Ayrshire,KA10 6QX,ChargePlace Scotland,86,1999.74,2,100.00%,Public
Jul-24,50818,50818,"Ayrshire Roads Alliance, ChargePlace Scotland",South Ayrshire,KA9 1NW,ChargePlace Scotland,46,1246.57,3,99.90%,Public
Jul-24,APT50819,50819,"Ayrshire Roads Alliance, ChargePlace Scotland",East Ayrshire,KA18 2AW,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,APT50821,50821,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA1 1LU,ChargePlace Scotland,55,1148.74,0,100.00%,Public
Jul-24,APT50822,50822,"ChargePlace Scotland, West Lothian Council",West Lothian,EH54 7DN,ChargePlace Scotland,21,223.49,0,100.00%,Public
Jul-24,APT50823,50823,"ChargePlace Scotland, Livingston Propco SARL",West Lothian,EH54 6QX,ChargePlace Scotland,120,1859.42,6,100.00%,Public
Jul-24,50825,50825,"Angus Council, ChargePlace Scotland",Angus,DD7 6AG,ChargePlace Scotland,9,127.33,0,100.00%,Public
Jul-24,50826,50826,"ChargePlace Scotland, University of St Andrews",Fife,KY16 9LZ,ChargePlace Scotland,81,1710.71,0,100.00%,Public
Jul-24,50838,50838,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH1 5UP,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,50839,50839,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH1 5UP,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,APT50844,50844,"ChargePlace Scotland, West Lothian Council",West Lothian,EH54 7BL,ChargePlace Scotland,52,1129.83,1,100.00%,Public
Jul-24,APT50845,50845,"ChargePlace Scotland, West Lothian Council",West Lothian,EH54 7BL,ChargePlace Scotland,28,1080.89,0,100.00%,Public
Jul-24,APT50846,50846,"Loch Fyne Oysters Ltd, ChargePlace Scotland",Argyll and Bute,PA26 8BL,ChargePlace Scotland,48,467.43,1,100.00%,Public
Jul-24,1705510375-B94060091,50847,"ChargePlace Scotland, Loch Insh Outdoor Centre",Highland,PH21 1NU,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,1705510388-B94060091,50848,Loch Insh Outdoor Centre,Highland,PH21 1NU,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,50851,50851,"ChargePlace Scotland, IN-SITE PROPERTY SOLUTIONS LTD",North Lanarkshire,ML1 2NT,ChargePlace Scotland,15,268.52,1,100.00%,Public
Jul-24,1712507991/B94060093,50859,"ChargePlace Scotland, Crerar Hotel Group, Thainstone House",Aberdeenshire,AB51 5NT,ChargePlace Scotland,25,487.36,1,99.70%,Public
Jul-24,1711524472/B94060093,50860,"ChargePlace Scotland, Crerar Hotel Group, Golf View Hotel",Highland,IV12 4HD,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,1712507993/B94060093,50861,"ChargePlace Scotland, Crerar Hotel Group, Oban Bay Hotel and Spa",Argyll and Bute,PA34 5AE,ChargePlace Scotland,6,168.09,0,100.00%,Public
Jul-24,1711512050-B94060093,50862,"ChargePlace Scotland, Crerar Hotel Group, Isle of Mull Hotel and Spa",Argyll and Bute,PA65 6BB,ChargePlace Scotland,13,462.77,1,100.00%,Public
Jul-24,1712508007-B94060093,50863,"ChargePlace Scotland, Crerar Hotel Group, Loch Fyne Hotel and Spa",Argyll and Bute,PA32 8XT,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,1611501102/B94060093,50864,"ChargePlace Scotland, Crerar Hotel Group, Loch Fyne Hotel and Spa",Argyll and Bute,PA32 8XT,ChargePlace Scotland,21,675.92,6,100.00%,Public
Jul-24,1611510546/B94060093,50865,"ChargePlace Scotland, The Ecology Centre",Fife,KY3 9YG,ChargePlace Scotland,1,33.46,0,86.00%,Public
Jul-24,1611511018/B94060093,50868,"ChargePlace Scotland, The Powfoot Hotel",Dumfries and Galloway,DG12 5RN,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,50870,50870,"ChargePlace Scotland, Scottish Borders Council",Scottish Borders,TD9 0RZ,ChargePlace Scotland,23,303.14,0,99.20%,Public
Jul-24,EFA50890,50871,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW18 3AG,ChargePlace Scotland,29,358.4,1,100.00%,Public
Jul-24,3288,50872,"CETERIS SCOTLAND LTD, ChargePlace Scotland, BP - ChargePlace Scotland",Aberdeenshire,FK10 3LP,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,APT50873,50873,"ChargePlace Scotland, Galedin Veterinary",Scottish Borders,TD1 2UH,ChargePlace Scotland,28,454.66,2,100.00%,Public
Jul-24,APT50880,50880,"ChargePlace Scotland, Dundee & Angus College",Angus,DD11 3EA,ChargePlace Scotland,8,267.13,0,100.00%,Public
Jul-24,EFA50884,50884,"Hillcrest Homes, ChargePlace Scotland",Dundee City,DD2 1EG,ChargePlace Scotland,13,517.17,0,100.00%,Public
Jul-24,EFA50888,50888,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW16 3AW,ChargePlace Scotland,19,378.23,0,100.00%,Public
Jul-24,APT50891,50891,"ChargePlace Scotland, Comhairle Nan Eilean Siar",Na h-Eileanan an Iar,HS2 9PN,ChargePlace Scotland,7,92.96,0,100.00%,Public
Jul-24,EFA50892,50892,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW15 1AN,ChargePlace Scotland,137,2227.53,1,96.50%,Public
Jul-24,EFA50895,50895,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW17 2SR,ChargePlace Scotland,49,955.09,2,99.20%,Public
Jul-24,EFA50896,50896,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW18 3BH,ChargePlace Scotland,81,1545.91,0,96.50%,Public
Jul-24,EFA50897,50897,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW17 2JA,ChargePlace Scotland,20,392.94,0,99.80%,Public
Jul-24,EFA50898,50898,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW17 2RD,ChargePlace Scotland,3,15.39,0,100.00%,Public
Jul-24,50900,50900,"ChargePlace Scotland, Comhairle Nan Eilean Siar",Na h-Eileanan an Iar,HS1 2BW,ChargePlace Scotland,38,874.54,2,100.00%,Public
Jul-24,APT50901,50901,"ChargePlace Scotland, West Lothian Council",West Lothian,EH48 4JL,ChargePlace Scotland,72,1317.53,0,100.00%,Public
Jul-24,APT50902,50902,"ChargePlace Scotland, Comhairle Nan Eilean Siar",Na h-Eileanan an Iar,HS2 0XB,ChargePlace Scotland,24,499.15,2,99.90%,Public
Jul-24,APT50903,50903,"ChargePlace Scotland, Comhairle Nan Eilean Siar",Na h-Eileanan an Iar,HS2 0XR,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,APT50904,50904,"ChargePlace Scotland, Comhairle Nan Eilean Siar",Na h-Eileanan an Iar,HS5 3UB,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,APT50905,50905,"ChargePlace Scotland, Comhairle Nan Eilean Siar",Na h-Eileanan an Iar,HS8 5JN,ChargePlace Scotland,17,427.91,0,100.00%,Public
Jul-24,50906,50906,"ChargePlace Scotland, Comhairle Nan Eilean Siar",Na h-Eileanan an Iar,HS6 5AD,ChargePlace Scotland,72,1458.2,3,99.10%,Public
Jul-24,50907,50907,"ChargePlace Scotland, Comhairle Nan Eilean Siar",Na h-Eileanan an Iar,HS7 5PJ,ChargePlace Scotland,66,1104.37,1,100.00%,Public
Jul-24,APT50910,50910,"ChargePlace Scotland, Dundee City Council",Dundee City,DD1 3DP,ChargePlace Scotland,40,640.56,0,100.00%,Public
Jul-24,50912,50912,"ChargePlace Scotland, Dundee City Council",Dundee City,DD2 3BH,ChargePlace Scotland,19,310.56,0,100.00%,Public
Jul-24,APT50914,50914,"ChargePlace Scotland, Dundee City Council",Dundee City,DD2 3BH,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,APT50915,50915,"ChargePlace Scotland, Highlands and Islands Enterprise, Highlands and Islands Enterprise Forres 2",Moray,IV23 2AB,ChargePlace Scotland,7,189.84,3,100.00%,Public
Jul-24,50916,50916,"ChargePlace Scotland, Moray Council",Moray,IV31 6NR,ChargePlace Scotland,63,1419.71,8,100.00%,Public
Jul-24,APT50917,50917,Forth Valley College,Stirling,FK8 1SE,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,APT50918,50918,Forth Valley College,Clackmannanshire,FK10 1PX,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,APT50926,50923,"ChargePlace Scotland, Stirling Council",Stirling,FK9 4TW,ChargePlace Scotland,0,0,0,100.00%,Public
Jul-24,50924,50924,"ChargePlace Scotland, Stirling Council",Stirling,FK20 8RR,ChargePlace Scotland,173,2515.78,8,94.10%,Public
